sneaker_name,sneaker_brand,collaboration,collaboration_name,sneaker_slug,sneaker_color,data.category,discount_tag,box_condition,product_condition,retail_price_eur,lowest_price_eur,instant_ship_lowest_price_eur,gp_lowest_price_eur,gp_instant_ship_lowest_price_eur,release_year,release_month,release_day
Wmns Air Max Genome 'Black White',Nike,0,No,wmns-air-max-genome-black-white-cz1645-002,black,shoes,under_retail,good_condition,new_no_defects,170.0,113.0,131.8296966553,142.34,174.487991333,2021,10,21
Jewell Loyd x Air Zoom GT Cut 3 EP 'Justice',Nike,1,Jewell Loyd,jewell-loyd-x-air-zoom-gt-cut-3-ep-justice-hj6630-900,purple,shoes,under_retail,good_condition,new_no_defects,190.0,124.0,134.0817108154,163.34,271.5198364258,2024,5,15
Air Zoom GT Run TB Promo 'Wolf Grey',Nike,0,No,air-zoom-gt-run-tb-wolf-grey-dm5044-003,grey,shoes,over_retail,good_condition,new_no_defects,114.2788946706,200.0,206.9157409668,308.12,374.3674926758,2021,7,15
Air Maestro 2 Limited 'Black',Nike,0,No,air-maestro-2-limited-black-ah8511-001,black,shoes,over_retail,good_condition,new_no_defects,140.0,199.0,211.9157562256,290.18,321.409576416,2018,5,3
Air Huarache 'White Gum',Nike,0,No,air-huarache-white-gum-dr9883-100,white,shoes,under_retail,good_condition,new_no_defects,120.0,89.0,141.0405578613,128.54,160.969619751,2021,6,15
Wmns 430v2 Wide 'Black White',Nike,0,No,wmns-430v2-wide-black-white-we430lb2-d,black,shoes,over_retail,good_condition,new_no_defects,108.1607647434,120.0,130.6178894043,150.74,145.352432251,2021,7,15
Wmns Air Max 1 'Gold Suede',Nike,0,No,wmns-air-max-1-gold-suede-454746-702,gold,shoes,over_retail,no_original_box,new_no_defects,132.972233029,700.0,618.6605224609,922.95,733.5139160156,2021,7,15
Wmns Dunk Low Twist 'Dark Obsidian',Nike,0,No,wmns-dunk-low-twist-dark-obsidian-dz2794-400,blue,shoes,under_retail,good_condition,new_no_defects,125.0,60.0,70.6817398071,93.74,113.3554000854,2023,9,29
Air Zoom Diamond Elite Turf 'White Green Glow',Nike,0,No,air-zoom-diamond-elite-turf-white-green-glow-dz0503-100,white,shoes,under_retail,good_condition,new_no_defects,110.0,51.0,63.0084075928,82.94,106.4154815674,2023,8,7
Air Max 2011 'Black Yellow',Nike,0,No,air-max-2011-black-yellow-456325-001,black,shoes,over_retail,no_original_box,new_no_defects,115.8086525565,292.0,304.5588684082,436.79,431.0532226562,2021,7,15
Air Max 2016 Print 'Total Crimson',Nike,0,No,air-max-2016-print-total-crimson-818135-800,red,shoes,under_retail,good_condition,new_no_defects,200.0,119.0,145.7449035645,164.54,208.2864685059,2021,7,15
Wmns Air Force 1 Low 'Iridescent Snakeskin',Nike,0,No,air-force-1-low-iridescent-snakeskin-cw2657-001,tan,shoes,over_retail,good_condition,new_no_defects,98.9472452028,144.0,153.889251709,154.96,163.3728637695,2021,6,15
X-90 'Navy Yellow',Adidas,0,No,x-90-navy-yellow-msx90nv,blue,shoes,over_retail,good_condition,new_no_defects,90.4449972607,53.0,78.3259735107,94.94,107.9658126831,2021,4,13
Air Max NM 'Sprite',Nike,0,No,air-max-nm-sprite-429749-401,blue,shoes,over_retail,badly_damaged,new_no_defects,140.0,385.0,421.6042480469,523.46,538.9392089844,2012,3,31
Wmns Dunk Low Premium 'Horse Pack',Nike,0,No,w-s-dunk-low-premium-horse-pack-309730-001,grey,shoes,over_retail,good_condition,new_no_defects,113.9611724894,300.0,323.876373291,409.35,451.7030944824,2021,7,15
Wmns Air Force 1 Low SE Premium 'Oil Grey',Nike,0,No,air-force-1-low-se-premium-oil-grey-ah6827-004,grey,shoes,over_retail,good_condition,new_no_defects,108.0669936577,93.0,104.9946670532,133.34,146.2824707031,2021,7,15
Wmns Air Max 200 'Pure Platinum Turquoise',Nike,0,No,wmns-air-max-200-pure-platinum-turquoise-cu4920-001,white,shoes,over_retail,no_original_box,new_no_defects,118.7371485445,170.0,203.7296142578,266.03,357.945892334,2021,6,15
Wmns 997H 'Black Leopard',Nike,0,No,wmns-997h-black-leopard-cw997hpy,black,shoes,over_retail,good_condition,new_no_defects,101.9714000696,139.0,141.1430969238,173.54,185.0823364258,2021,7,15
Lunar Fly 306,Nike,0,No,lunar-fly-306-644395-001,black,shoes,over_retail,good_condition,new_no_defects,95.0,5000.0,5400.0,7041.56,7602.68,2021,7,15
Wmns Hyperdiamond 4 Pro 'White Pure Platinum',Nike,0,No,wmns-hyperdiamond-4-pro-white-pure-platinum-cz5920-100,white,shoes,over_retail,good_condition,new_no_defects,75.0,154.0,231.8275146484,243.58,299.1762695312,2022,5,25
Vandal Canvas,Nike,0,No,vandal-canvas-313307-031,black,shoes,over_retail,no_original_box,used,132.6518235113,420.0,438.1836547852,616.73,639.1512451172,2021,7,15
Wmns Air Jordan 1 Mid SE 'Particle Grey',Nike,0,No,wmns-air-jordan-1-mid-se-particle-grey-do7139-002,grey,shoes,over_retail,good_condition,new_no_defects,113.7047083252,77.0,83.0,114.14,121.34,2022,3,8
Air Shox MTX 'Black Red White',Nike,0,No,air-shox-mtx-black-red-white-312015-112,black,shoes,over_retail,badly_damaged,new_with_defects,117.5315890244,285.0,305.4032592773,393.86,424.3914794922,2021,7,15
Wmns Free RN 2018 Shield 'Cool Grey',Nike,0,No,wmns-free-rn-2018-shield-cool-grey-aj1978-002,black,shoes,over_retail,badly_damaged,new_no_defects,130.0,172.0,218.1347198486,277.25,337.0338439941,2021,7,15
Air Trainer Huarache 'Wolf Grey',Nike,0,No,air-trainer-huarache-wolf-grey-679083-015,grey,shoes,over_retail,good_condition,new_no_defects,198.127422484,1500.0,1646.9499511719,1968.5,2247.0100097656,2021,7,15
Jordan Max Aura 6 GS 'White Black',Nike,0,No,jordan-max-aura-6-gs-white-black-fq8297-101,white,shoes,under_retail,good_condition,new_no_defects,95.0,85.0,131.4591217041,108.74,134.9759063721,2024,7,31
Wmns Air Max 90 SE 'Australia',Nike,0,No,wmns-air-max-90-se-australia-fn7490-133,cream,shoes,under_retail,good_condition,new_no_defects,140.0,131.0,175.77394104,175.34,249.19190979,2023,7,27
Wmns Air Max Bliss 'Photon Dust Lilac',Nike,0,No,wmns-air-max-bliss-photon-dust-lilac-dh5128-001,grey,shoes,under_retail,good_condition,new_no_defects,130.0,47.0,51.0,78.14,82.94,2022,8,18
Air Max Ultra BR 2.0,Nike,0,No,air-max-ultra-br-2-0-898010-400,blue,shoes,over_retail,missing_lid,new_no_defects,110.0760256016,110.0,119.8848495483,153.74,183.7727203369,2021,7,15
Wmns 574+ 'Shadow Grey',Nike,0,No,wmns-574-shadow-grey-wl574zsd,grey,shoes,under_retail,good_condition,new_no_defects,100.0,74.0,80.0,95.53,117.74,2023,2,27
Air Max 1 Slide 'Powerwall',Nike,0,No,air-max-1-slide-powerwall-fj4007-200,brown,shoes,under_retail,good_condition,new_no_defects,75.0,57.0,74.3871765137,78.14,92.319190979,2023,12,27
Zoom Celar 5 'Bright Crimson',Nike,0,No,zoom-celar-5-bright-crimson-629226-614,orange,shoes,over_retail,no_original_box,new_no_defects,95.8321540902,50.0,65.8064498901,81.74,94.341255188,2021,7,15
Air Max+ 2010,Nike,0,No,air-max-2010-386368-700,yellow,shoes,over_retail,good_condition,new_no_defects,100.2331793275,300.0,358.8270874023,448.4,499.9109802246,2021,6,15
Wmns Air Max 90 SE 'Dance - Bronzine Pink',Nike,0,No,wmns-air-max-90-se-just-do-it-bronzine-pink-fd8684-101,gold,shoes,under_retail,good_condition,new_no_defects,130.0,92.0,115.991065979,123.74,157.7825775146,2024,1,9
Livestrong x Air Max+ 2013 LAF 'Cool Grey Poison Green',Nike,1,Livestrong,livestrong-x-air-max-2013-laf-cool-grey-poison-green-553640-003,grey,shoes,over_retail,good_condition,used,180.0,64.0,89.2345504761,98.54,107.1315765381,2021,7,15
Jordan 1 Mid TD Cleat 'Black' 2023,Nike,0,No,jordan-1-mid-td-cleat-black-2023-fj6805-001,black,shoes,under_retail,good_condition,new_no_defects,150.0,93.0,100.0,133.34,141.74,2023,6,1
Wmns Dunk Sky High Studs QS 'Black Metallic Gold',Nike,0,No,wmns-dunk-sky-high-studs-qs-black-metallic-gold-615873-001,black,shoes,over_retail,no_original_box,used,200.0,50.0,126.8101806641,81.74,264.2102661133,2013,12,20
Wmns LunarGlide 6 'Magenta Grey',Nike,0,No,wmns-lunarglide-6-magenta-grey-654434-006,grey,shoes,over_retail,no_original_box,used,110.0,60.0,71.9687576294,93.74,112.2951660156,2021,7,15
Dunk Low 'Washed Teal Snakeskin',Nike,0,No,dunk-low-washed-teal-snakeskin-dr8577-300,teal,shoes,under_retail,good_condition,new_no_defects,120.0,81.0,87.0,118.94,126.14,2022,7,27
Explorer 2 'Black White',Adidas,0,No,explorer-2-black-white-849957-005,black,shoes,over_retail,no_original_box,new_no_defects,117.3025108703,200.0,196.4784393311,283.7,313.6306152344,2021,7,15
Wmns Dunk Low 'Pink Foam Black',Nike,0,No,wmns-dunk-low-essential-pink-foam-black-dj9955-600,pink,shoes,over_retail,good_condition,new_no_defects,110.0,225.0,372.421661377,372.32,411.6417541504,2021,7,15
Dunk High,Nike,0,No,dunk-high-312423-161,white,shoes,over_retail,good_condition,new_no_defects,113.6008411444,260.0,267.1910705566,369.23,350.382019043,2021,6,15
Wmns Mayfly Woven 'Black',Nike,0,No,wmns-mayfly-woven-black-833802-004,black,shoes,under_retail,good_condition,new_no_defects,98.437013994,85.0,92.91771698,123.74,135.1433868408,2021,7,15
Zoom Shift 'Bred',Nike,0,No,zoom-shift-bred-897653-003,black,shoes,under_retail,good_condition,new_no_defects,100.0,99.0,115.8543548584,148.94,254.1669921875,2021,7,15
Air Jordan 1 Low SE 'Lava Glow',Nike,0,No,air-jordan-1-low-se-lava-glow-fn6772-671,pink,shoes,under_retail,good_condition,new_no_defects,120.0,79.0,105.0,116.54,147.74,2023,7,7
Wmns Air Force 1 Low 'Metallic Gold',Nike,0,No,wmns-air-force-1-low-metallic-gold-ct3437-100,white,shoes,over_retail,good_condition,new_no_defects,102.2858868712,100.0,169.0737915039,141.74,148.5423278809,2021,6,15
Wmns Zoom Fly 5 'White Picante Baltic Blue',Nike,0,No,wmns-zoom-fly-5-white-picante-baltic-blue-dm8974-002,white,shoes,under_retail,good_condition,new_no_defects,170.0,70.0,117.8733596802,112.94,139.7997894287,2021,6,15
Wmns Court Force High 'White Pink',Nike,0,No,wmns-court-force-high-white-pink-316117-162,white,shoes,over_retail,good_condition,used,106.999470196,25.0,28.5716362,51.74,54.231262207,2021,6,15
Wmns Zoom Winflo 4 'White Black Wolf Grey',Nike,0,No,wmns-zoom-winflo-4-white-black-wolf-grey-898485-100,white,shoes,over_retail,missing_lid,new_no_defects,90.0,95.0,104.3969650269,102.83,117.5417327881,2021,6,15
Wmns M2K Tekno 'Matte Silver',Nike,0,No,wmns-m2k-tekno-ao3108-100,white,shoes,under_retail,good_condition,new_no_defects,100.0,69.0,216.0,98.66,265.94,2018,5,19
Wmns Air Force 1 Low Suede 'Teal Gum',Nike,0,No,wmns-air-force-1-low-suede-749263-301,teal,shoes,over_retail,badly_damaged,new_no_defects,95.0,350.0,394.5187072754,473.55,563.6033325195,2021,6,15
Air Max Alpha Trainer 'Black',Nike,0,No,air-max-alpha-trainer-black-aa7060-001,black,shoes,over_retail,good_condition,new_no_defects,90.0,114.0,116.9580917358,165.74,183.9116668701,2021,7,15
Vandal High Supreme 'Metallic Pack',Nike,1,Supreme,vandal-high-supreme-metallic-pack-ah8652-002,black,shoes,over_retail,good_condition,new_no_defects,90.0,100.0,131.1941070557,150.14,130.6131896973,2018,8,8
Free Hypervenom 2 F.C.,Nike,0,No,nike-free-hypervenom-2-f-c-men-s-shoe-747140-003,grey,shoes,over_retail,good_condition,new_no_defects,104.6288659777,86.0,93.0,124.94,133.34,2021,7,15
Lunar Force 1 Sneakerboot 'Wheat',Nike,0,No,lunar-force-1-sneakerboot-654481-700,tan,shoes,over_retail,good_condition,new_no_defects,155.0,180.0,186.5448760986,257.78,305.4518432617,2021,6,15
React Phantom Run Flyknit 2 'White Yellow',Nike,0,No,react-phantom-run-flyknit-2-white-yellow-dm7603-700,white,shoes,under_retail,good_condition,new_no_defects,110.0,97.0,109.0107803345,138.14,161.0109863281,2021,9,30
Wmns Air Force 1 Upstep Hi Pinnacle 'Obsidian',Nike,0,No,wmns-air-force-1-upstep-hi-pinnacle-obsidian-857665-400,blue,shoes,over_retail,good_condition,new_no_defects,104.2018836475,87.0,92.9627304077,126.14,166.4464874268,2021,7,15
W'S Court Force High Premium,Nike,0,No,w-s-court-force-high-premium-317072-222,brown,shoes,over_retail,badly_damaged,new_no_defects,135.0040709145,560.0,495.3455505371,750.26,685.4950561523,2021,7,15
Wmns Dunk Low,Nike,0,No,w-s-dunk-low-314141-801,copper,shoes,over_retail,no_original_box,used,124.9640824446,105.0,160.729598999,147.74,400.7053833008,2021,6,15
Air Max Modern Flyknit,Nike,0,No,air-max-modern-flyknit-876066-300,green,shoes,under_retail,good_condition,new_no_defects,130.0,70.0,93.8369522095,105.74,149.9622497559,2017,2,15
Wmns Air Max 1 SE 'Buff Gold Corduroy',Nike,0,No,wmns-air-max-1-se-buff-gold-corduroy-fb8451-700,yellow,shoes,under_retail,good_condition,new_no_defects,160.0,60.0,205.0,98.54,315.62,2021,6,15
Wmns Air Max 90 Premium Low 'Black',Nike,0,No,wmns-air-max-90-premium-low-443817-010,black,shoes,under_retail,missing_lid,new_no_defects,115.0,108.0,117.1599197388,151.34,136.2196655273,2021,7,15
Wmns Air Max 90 SE 'Black Safari',Nike,0,No,wmns-air-max-90-se-black-safari-cv8824-001,black,shoes,under_retail,good_condition,new_no_defects,130.0,128.0,189.9814605713,175.34,280.0824890137,2021,3,9
Flyknit Max,Nike,0,No,flyknit-max-620469-009,black,shoes,over_retail,no_original_box,new_no_defects,114.5942723151,199.0,206.9157409668,306.71,405.1370239258,2021,7,15
Wmns 205 'White Green Pink',Nike,0,No,wmns-205-white-green-pink-rcw205wa,white,shoes,over_retail,good_condition,new_no_defects,96.2874182944,97.0,105.0,138.14,147.74,2021,6,15
Air Huarache 'Hyper Grape' 2016,Nike,0,No,air-huarache-hyper-grape-318429-105,white,shoes,over_retail,good_condition,new_no_defects,110.0,130.0,140.0,177.74,223.95,2016,6,25
Air Trainer SC High 'Atlanta '96 Olympics',Nike,0,No,air-trainer-sc-high-atlanta-96-olympics-872683-131,green,shoes,over_retail,good_condition,new_no_defects,140.0,803.0,600.0333251953,1065.19,759.4574584961,2016,8,5
Wmns Air Max 1 'Safari - Cobblestone',Nike,0,No,wmns-air-max-1-safari-cobblestone-dv3027-001,tan,shoes,under_retail,good_condition,new_no_defects,160.0,114.0,136.8901672363,124.72,142.8114318848,2022,5,1
Dunk Low,Nike,0,No,dunk-low-630358-161,white,shoes,over_retail,no_original_box,used,118.7371485445,170.0,203.7296142578,244.82,284.9761047363,2021,6,15
Free Flyknit+ 'Vivid Blue',Nike,0,No,free-flyknit-vivid-blue-615805-410,blue,shoes,under_retail,good_condition,new_no_defects,160.0,130.0,165.5657196045,177.74,230.8336334229,2021,7,15
Air Max 2013+ Qs 'Usatf',Nike,0,No,air-max-2013-qs-usatf-586180-001,grey,shoes,over_retail,good_condition,new_no_defects,108.2885498785,350.0,394.7685241699,518.08,573.621887207,2021,7,15
Air Tech Challenge Hybrid,Nike,0,No,nike-air-tech-challenge-hybrid-men-s-shoe-659917-130,white,shoes,over_retail,good_condition,new_no_defects,120.3278256435,163.0,196.1048583984,243.52,283.3771972656,2021,6,15
Air Jordan 1 Retro High OG 'Mauve',Nike,0,No,air-jordan-1-retro-high-og-sky-j-mauve-dz5485-105,purple,shoes,under_retail,good_condition,new_no_defects,180.0,60.0,65.0,97.94,105.14,2023,10,14
Lunar Fingertrap TR,Nike,0,No,lunar-fingertrap-tr-898066-001,black,shoes,under_retail,good_condition,new_no_defects,60.0,40.0,43.0,69.74,73.34,2021,7,15
Zoom 2K 'Blackened Blue',Nike,0,No,zoom-2k-blackened-blue-ao0269-401,blue,shoes,over_retail,good_condition,new_no_defects,85.0,162.0,152.4592437744,263.23,307.7627563477,2019,7,20
Wmns Air Max+ 2013 'Armory Slate Volt',Nike,0,No,wmns-air-max-2013-armory-slate-volt-555363-437,grey,shoes,over_retail,good_condition,used,106.1672909711,90.0,99.6004180908,129.74,141.3596191406,2021,7,15
Killshot OG 'White Team Red',Nike,0,No,killshot-og-white-team-red-dc7627-101,white,shoes,under_retail,good_condition,new_no_defects,90.0,70.0,83.075553894,105.74,124.9319610596,2021,6,15
Flyknit Lunar 1+,Nike,0,No,flyknit-lunar-1-554887-106,grey,shoes,over_retail,good_condition,used,275.0516515582,2000.0,1641.1447753906,2842.97,2198.7260742188,2021,7,15
Wmns Air Max Command Premium 'Pink Glaze',Nike,0,No,wmns-air-max-command-premium-pink-glaze-718896-600,pink,shoes,under_retail,good_condition,new_no_defects,120.0,77.0,101.323677063,114.14,134.9564208984,2023,12,13
Wmns Air Max 1 'All Petals United',Nike,0,No,wmns-air-max-1-all-petals-united-fq0256-131,white,shoes,under_retail,good_condition,new_no_defects,150.0,77.0,110.0,135.74,153.74,2023,9,13
Wmns React Phantom Run Flyknit 2 Premium 'Fossil Stone Metallic Red Bronze',Nike,1,Stone Island,wmns-react-phantom-run-flyknit-2-premium-fossil-stone-metallic-red-bronze-cz4830-200,tan,shoes,over_retail,missing_lid,new_no_defects,156.0699859734,195.0,223.0566711426,301.1,313.3480834961,2020,10,20
Zoom LeBron 6 'Neutral Grey Stealth Total Orange' Sample,Nike,1,LeBron,zoom-lebron-6-neutral-grey-stealth-total-orange-sample-117751-xc-mnbskt-247,grey,shoes,over_retail,no_original_box,used,239.4150804137,2000.0,1436.5965576172,2616.5,2094.2336425781,2021,7,15
Corteiz x Air Max 95 SP 'Rules the World - Aegean Storm',Nike,1,Corteiz,corteiz-x-air-max-95-rules-the-world-gridiron-blue-fb2709-002,grey,shoes,over_retail,good_condition,new_no_defects,190.0,378.0,443.7463989258,397.86,459.8171081543,2023,4,15
Dunk Low 'Phantom Sanddrift',Nike,0,No,dunk-low-phantom-sanddrift-dv0831-003,cream,shoes,under_retail,good_condition,new_no_defects,110.0,84.0,92.0,130.94,141.74,2021,7,15
Fingertrap Max 'Metallic Dark Grey',Adidas,0,No,fingertrap-max-644673-001,black,shoes,over_retail,badly_damaged,new_no_defects,99.4197119359,80.0,89.4519348145,117.74,127.1343307495,2021,7,15
Wmns Gamma Force 'White University Blue',Nike,0,No,wmns-gamma-force-white-university-blue-dx9176-108,white,shoes,under_retail,good_condition,new_no_defects,90.0,35.0,38.0,94.94,98.54,2024,3,18
Wmns Air Max Command 'White Bright Mango',Nike,0,No,wmns-air-max-command-white-bright-mango-397690-128,white,shoes,under_retail,good_condition,new_no_defects,120.0,60.0,82.0416259766,93.74,114.0279693604,2021,6,15
Wmns Air Max Verona 'White Pink Glow',Nike,0,No,wmns-air-max-verona-white-pink-glow-da4293-100,white,shoes,over_retail,good_condition,new_no_defects,96.5769185802,105.0,102.3316802979,132.74,157.4151611328,2021,6,15
AMBUSH x Dunk High ‘Cosmic Fuchsia’,Nike,1,AMBUSH,ambush-x-dunk-high-lethal-pink-cu7544-600,pink,shoes,under_retail,good_condition,new_no_defects,180.0,161.0,174.0,227.54,245.54,2021,2,4
Air Max SC 'Pure Platinum Racer Blue',Nike,0,No,air-max-sc-pure-platinum-racer-blue-cw4555-012,white,shoes,over_retail,good_condition,new_no_defects,75.0,225.0,312.912689209,352.7,378.541015625,2021,7,3
Air Alvord 10 'Black Metallic Dark Grey',Nike,0,No,air-alvord-10-black-metallic-dark-grey-511233-001,black,shoes,over_retail,badly_damaged,new_no_defects,118.5483889332,108.0,152.0136108398,151.34,212.5418548584,2021,7,15
Revolution 7 EasyOn 'Black Hyper Crimson',Nike,0,No,revolution-7-easyon-black-hyper-crimson-fq4112-008,black,shoes,over_retail,good_condition,new_no_defects,70.0,80.0,95.3544845581,102.74,114.4117507935,2024,7,10
Wmns Air Zoom Hyperace 'Wolf Grey Volt',Nike,0,No,wmns-air-zoom-hyperace-wolf-grey-volt-902367-007,grey,shoes,over_retail,good_condition,new_no_defects,113.3170922602,115.0,123.3363342285,159.74,162.2113800049,2021,7,15
Wmns Air Max Verona 'Triple Black',Nike,0,No,wmns-air-max-verona-triple-black-cu7904-002,black,shoes,under_retail,good_condition,new_no_defects,130.0,59.0,69.7073822021,92.54,134.4270172119,2020,9,14
Wmns Air Jordan 1 Mid 'Cosmic Clay',Nike,0,No,wmns-air-jordan-1-mid-cosmic-clay-bq6472-108,orange,shoes,under_retail,good_condition,new_no_defects,125.0,75.0,93.6469039917,111.74,142.241027832,2024,4,20
Wmns Air Force 1 High 'Vibrant Orange',Nike,0,No,air-force-1-high-vibrant-orange-334031-109,orange,shoes,over_retail,good_condition,new_no_defects,122.3111277577,250.0,290.5302734375,306.74,408.7128295898,2021,7,15
Wmns  96 'Navy',Nike,0,No,wmns-96-navy-wrt96mc,blue,shoes,over_retail,good_condition,new_no_defects,98.8666393208,63.0,67.468170166,105.74,111.263458252,2021,7,15
Wmns Dunk Low Pro,Nike,0,No,womens-dunk-low-pro-302517-012,grey,shoes,over_retail,good_condition,used,118.4881743888,152.0,212.4178771973,219.32,285.0682678223,2021,7,15
Wmns Air Max Oketo WNTR 'Pink Quartz',Nike,0,No,wmns-air-max-oketo-wntr-pink-quartz-cq7625-600,pink,shoes,over_retail,good_condition,new_no_defects,110.5471797028,125.0,135.0,171.74,216.93,2019,9,10
Air Streak Lite 'Sail',Nike,0,No,air-streak-lite-sail-cd4387-102,white,shoes,under_retail,good_condition,new_no_defects,110.0,95.0,101.5027008057,120.74,157.4485321045,2020,6,2
Air Zoom Vapor Pro 2 Premium 'J'aime Paris Collection',Nike,0,No,air-zoom-vapor-pro-2-premium-gold-drift-thunder-blue-fn4741-101,gold,shoes,under_retail,good_condition,new_no_defects,140.0,91.0,127.4028167725,139.34,217.4177093506,2024,5,15
Wmns NikeCourt Air Zoom Vapor Pro Premium 'Burgundy Crush Hyper Pink',Nike,0,No,wmns-nikecourt-air-zoom-vapor-pro-premium-burgundy-crush-hyper-pink-dq4685-600,red,shoes,under_retail,good_condition,new_no_defects,130.0,103.0,108.1271286011,145.34,225.5684967041,2022,11,1
